fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,año,mes,dia_mes,dia_semana,nombre_dia_semana,es_fin_de_semana,es_festivo,nombre_festivo,es_black_friday,es_cyber_monday,semana_año,trimestre,inicio_mes,fin_mes,es_primer_dia_mes,es_ultimo_dia_mes,es_dia_laborable,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,unidades_vendidas_mm7,descuento_porcentaje,precio_competencia,ratio_precio,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2025-11-11,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,76.17,,2025,11,11,1,Tuesday,False,False,,False,False,46,4,False,False,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,1.5600000000000023,71.02,1.0725147845677274,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-12,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.78,,2025,11,12,2,Wednesday,False,False,,False,False,46,4,False,False,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-1.6266666666666652,73.87666666666667,0.9986915128818301,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-13,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,74.36,,2025,11,13,3,Thursday,False,False,,False,False,46,4,False,False,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-0.853333333333334,69.64666666666666,1.0676749306020867,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-14,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.61,,2025,11,14,4,Friday,False,False,,False,False,46,4,False,False,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-1.8533333333333342,72.75,1.0118213058419243,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-15,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,75.81,,2025,11,15,5,Saturday,True,False,,False,False,46,4,False,False,False,False,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,1.080000000000003,70.31666666666666,1.0781227779094573,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-16,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.76,,2025,11,16,6,Sunday,True,False,,False,False,46,4,False,False,False,False,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-1.6533333333333264,73.83,0.9990518759311934,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-17,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,75.68,,2025,11,17,0,Monday,False,False,,False,False,47,4,False,False,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,0.9066666666666757,73.67333333333333,1.0272373540856032,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-18,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,74.47,,2025,11,18,1,Tuesday,False,False,,False,False,47,4,False,False,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-0.7066666666666682,71.54666666666667,1.0408591129332836,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-19,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.58,,2025,11,19,2,Wednesday,False,False,,False,False,47,4,False,False,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-1.8933333333333358,73.09000000000002,1.0067040634833764,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-20,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,74.02,,2025,11,20,3,Thursday,False,False,,False,False,47,4,False,False,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-1.306666666666672,72.8,1.0167582417582417,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-21,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,75.48,,2025,11,21,4,Friday,False,False,,False,False,47,4,False,False,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,0.6400000000000053,74.73,1.0100361300682457,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-22,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,75.34,,2025,11,22,5,Saturday,True,False,,False,False,47,4,False,False,False,False,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,0.45333333333333786,71.10333333333334,1.0595846420702264,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-23,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.54,,2025,11,23,6,Sunday,True,False,,False,False,47,4,False,False,False,False,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-1.9466666666666583,72.92333333333333,1.0084563697033415,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-24,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.79,,2025,11,24,0,Monday,False,False,,False,False,48,4,False,True,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-1.6133333333333248,67.01333333333334,1.1011241543971348,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-25,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,74.7,,2025,11,25,1,Tuesday,False,False,,False,False,48,4,False,True,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-0.3999999999999962,73.19666666666667,1.0205382758777721,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-26,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.64,,2025,11,26,2,Wednesday,False,False,,False,False,48,4,False,True,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-1.8133333333333324,74.18333333333332,0.9926758031902945,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-27,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,75.48,,2025,11,27,3,Thursday,False,False,,False,False,48,4,False,True,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,0.6400000000000053,72.32000000000001,1.0436946902654867,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-28,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,63.75,,2025,11,28,4,Friday,False,False,,True,False,48,4,False,True,False,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-15.0,70.63333333333334,0.9025483718735252,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-29,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,74.87,,2025,11,29,5,Saturday,True,False,,False,False,48,4,False,True,False,False,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,-0.1733333333333273,73.78666666666668,1.0146819660281894,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-30,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,76.22,,2025,11,30,6,Sunday,True,False,,False,False,48,4,False,True,False,True,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,1.6266666666666652,71.96333333333332,1.0591504933067768,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-01,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.76,,2025,11,1,5,Saturday,True,False,,False,False,44,4,True,False,True,False,False,4.0,2.0,5.0,2.0,1.0,6.0,3.0,,-0.6857142857142914,35.18333333333333,0.9879677877783042,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-02,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.43,,2025,11,2,6,Sunday,True,True,Día de los Difuntos,False,False,44,4,True,False,False,False,False,4.0,4.0,2.0,5.0,2.0,1.0,6.0,,-1.6285714285714292,34.02,1.0120517342739563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-03,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.07,,2025,11,3,0,Monday,False,True,Independencia de Cuenca,False,False,45,4,True,False,False,False,False,4.0,4.0,4.0,2.0,5.0,2.0,1.0,,0.20000000000000082,34.089999999999996,1.0287474332648872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-04,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.5,,2025,11,4,1,Tuesday,False,False,,False,False,45,4,True,False,False,False,True,4.0,4.0,4.0,4.0,2.0,5.0,2.0,,-1.4285714285714286,34.51,0.999710228919154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-05,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.44,,2025,11,5,2,Wednesday,False,False,,False,False,45,4,True,False,False,False,True,4.0,4.0,4.0,4.0,4.0,2.0,5.0,,-1.6000000000000065,33.64666666666667,1.0235783633841886,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-06,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.42,,2025,11,6,3,Thursday,False,False,,False,False,45,4,True,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,-1.6571428571428521,34.26333333333333,1.004572429224633,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-07,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.63,,2025,11,7,4,Friday,False,False,,False,False,45,4,True,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.8000000000000071,33.49333333333333,1.0637937898089174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-08,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.89,,2025,11,8,5,Saturday,True,False,,False,False,45,4,False,False,False,False,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,-0.31428571428571267,34.699999999999996,1.0054755043227668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-09,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.96,,2025,11,9,6,Sunday,True,False,,False,False,45,4,False,False,False,False,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,-0.11428571428571184,34.00666666666667,1.0280337188786512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-10,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.65,,2025,11,10,0,Monday,False,False,,False,False,46,4,False,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.857142857142853,33.946666666666665,1.0501767478397486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-11,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.52,,2025,11,11,1,Tuesday,False,False,,False,False,46,4,False,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.4857142857142946,34.07666666666666,1.0423554729531452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-12,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.66,,2025,11,12,2,Wednesday,False,False,,False,False,46,4,False,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.885714285714276,34.43,1.0357246587278535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-13,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.27,,2025,11,13,3,Thursday,False,False,,False,False,46,4,False,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,0.7714285714285803,35.333333333333336,0.9982075471698113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-14,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.36,,2025,11,14,4,Friday,False,False,,False,False,46,4,False,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,-1.82857142857143,34.38999999999999,0.9991276533876129,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-15,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.17,,2025,11,15,5,Saturday,True,False,,False,False,46,4,False,False,False,False,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,0.4857142857142906,32.21666666666666,1.0916709777547855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-16,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.12,,2025,11,16,6,Sunday,True,False,,False,False,46,4,False,False,False,False,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,0.34285714285713553,33.00333333333333,1.0641349358650642,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-17,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.44,,2025,11,17,0,Monday,False,False,,False,False,47,4,False,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.2571428571428507,32.93666666666667,1.076004452990588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-18,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.61,,2025,11,18,1,Tuesday,False,False,,False,False,47,4,False,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.742857142857141,34.88999999999999,1.0206362854686157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-19,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.43,,2025,11,19,2,Wednesday,False,False,,False,False,47,4,False,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.2285714285714278,33.27,1.0649233543733092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-20,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.88,,2025,11,20,3,Thursday,False,False,,False,False,47,4,False,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,-0.34285714285713553,34.6,1.0080924855491329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-21,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.51,,2025,11,21,4,Friday,False,False,,False,False,47,4,False,False,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.4571428571428515,33.71333333333333,1.053292465888867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-22,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.93,,2025,11,22,5,Saturday,True,False,,False,False,47,4,False,False,False,False,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,-0.20000000000000082,34.0,1.0273529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-23,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.24,,2025,11,23,6,Sunday,True,False,,False,False,47,4,False,False,False,False,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,0.6857142857142914,33.54666666666667,1.0504769475357711,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-24,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.03,,2025,11,24,0,Monday,False,False,,False,False,48,4,False,True,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,0.08571428571428896,34.13666666666666,1.0261693194024022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-25,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.49,,2025,11,25,1,Tuesday,False,False,,False,False,48,4,False,True,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.4000000000000057,35.73,0.9932829554995803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-26,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.49,,2025,11,26,2,Wednesday,False,False,,False,False,48,4,False,True,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,-1.4571428571428515,35.43666666666667,0.9732856739723451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-27,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.6,,2025,11,27,3,Thursday,False,False,,False,False,48,4,False,True,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,-1.1428571428571388,33.38333333333333,1.036445332001997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-28,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,29.75,,2025,11,28,4,Friday,False,False,,True,False,48,4,False,True,False,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,-15.0,32.00333333333334,0.9295906676387875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-29,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.17,,2025,11,29,5,Saturday,True,False,,False,False,48,4,False,True,False,False,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,0.4857142857142906,34.06333333333333,1.0324885018103533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-30,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.94,,2025,11,30,6,Sunday,True,False,,False,False,48,4,False,True,False,True,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,-0.17142857142857792,34.52333333333333,1.0120691319880273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-01,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,63.8,,2025,11,1,5,Saturday,True,False,,False,False,44,4,True,False,True,False,False,1.0,3.0,3.0,1.0,2.0,1.0,1.0,,-1.8461538461538505,62.26333333333333,1.024680122062209,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-02,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,66.03,,2025,11,2,6,Sunday,True,True,Día de los Difuntos,False,False,44,4,True,False,False,False,False,1.0,1.0,3.0,3.0,1.0,2.0,1.0,,1.5846153846153863,66.77,0.9889171783735211,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-03,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.08,,2025,11,3,0,Monday,False,True,Independencia de Cuenca,False,False,45,4,True,False,False,False,False,1.0,1.0,1.0,3.0,3.0,1.0,2.0,,0.12307692307692046,60.47333333333333,1.0761768272516812,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-04,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,64.68,,2025,11,4,1,Tuesday,False,False,,False,False,45,4,True,False,False,False,True,1.0,1.0,1.0,1.0,3.0,3.0,1.0,,-0.49230769230768184,62.74666666666667,1.0308117297067574,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-05,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.75,,2025,11,5,2,Wednesday,False,False,,False,False,45,4,True,False,False,False,True,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.153846153846154,63.169999999999995,1.0408421719170493,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-06,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.1,,2025,11,6,3,Thursday,False,False,,False,False,45,4,True,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.1538461538461451,63.95333333333334,1.0179297404357341,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
